PEILDATUM;NETBEHEERDER;PROVINCIE;GEMEENTE;PLAATS                 ;CBS_BUURTCODE_2023;CBS_BUURTNAAM_2023                      ;AANTAL_AANSLUITINGEN_MET_PV;TOTAAL_AANTAL_AANSLUITINGEN;OPGESTELD_VERMOGEN_KW
20240409;Liander;Flevoland               ;Zeewolde               ;Zeewolde               ;BU00500002   ;Tweede woonwijk                                      ;1.087;2.117;4.566,57
20240409;Liander;Flevoland               ;Zeewolde               ;Zeewolde               ;BU00500003   ;Derde woonwijk                                       ;1.190;2.519;5.453,27
20240409;Liander;Flevoland               ;Zeewolde               ;Zeewolde               ;BU00500004   ;Buurt 4                                              ;1.317;2.220;4.891,54
20240409;Liander;Flevoland               ;Zeewolde               ;Zeewolde               ;BU00500006   ;Zuidlob                                              ;57;111;2.051,27
20240409;Liander;Flevoland               ;Zeewolde               ;Zeewolde               ;BU00500007   ;Middengebied                                         ;109;163;3.929,27
20240409;Liander;Flevoland               ;Zeewolde               ;Zeewolde               ;BU00500008   ;Knardijkgebied                                       ;112;273;1.195,92
20240409;Liander;Flevoland               ;Zeewolde               ;Zeewolde               ;BU00500009   ;Trekkersveld                                         ;19;114;447,35
20240409;Liander;Flevoland               ;Zeewolde               ;Zeewolde               ;BU00500010   ;Horstenparc                                          ;46;158;465,95
20240409;Liander;Friesland               ;Achtkarspelen          ;Augustinusga           ;BU00590103   ;Augustinusga                                         ;156;455;752,96
20240409;Liander;Friesland               ;Achtkarspelen          ;Augustinusga           ;BU00590109   ;Verspreide huizen Augustinusga                       ;38;76;291
20240409;Liander;Friesland               ;Achtkarspelen          ;Boelenslaan            ;BU00590203   ;Boelenslaan                                          ;124;334;573,576
20240409;Liander;Friesland               ;Achtkarspelen          ;Boelenslaan            ;BU00590209   ;Verspreide huizen Boelenslaan                        ;101;187;721,71
20240409;Liander;Friesland               ;Achtkarspelen          ;Buitenpost             ;?            ;?                                                    ;5;46;76,58
20240409;Liander;Friesland               ;Achtkarspelen          ;Buitenpost             ;BU00590000   ;Buitenpost                                           ;999;2.383;4.688,39
20240409;Liander;Friesland               ;Achtkarspelen          ;Buitenpost             ;BU00590005   ;Verspreide huizen Buitenpost                         ;135;291;903,59
20240409;Liander;Friesland               ;Achtkarspelen          ;Drogeham               ;BU00590102   ;Drogeham                                             ;308;665;1.406,94
20240409;Liander;Friesland               ;Achtkarspelen          ;Drogeham               ;BU00590108   ;Verspreide huizen Drogeham                           ;31;72;350,72
20240409;Liander;Friesland               ;Achtkarspelen          ;Gerkesklooster         ;BU00590004   ;Gerkesklooster                                       ;151;333;598,43
20240409;Liander;Friesland               ;Achtkarspelen          ;Gerkesklooster         ;BU00590009   ;Verspreide huizen Gerkesklooster                     ;17;30;122,2
20240409;Liander;Friesland               ;Achtkarspelen          ;Harkema                ;BU00590201   ;Harkema                                              ;708;1.763;3.389,57
20240409;Liander;Friesland               ;Achtkarspelen          ;Harkema                ;BU00590207   ;Verspreide huizen Harkema                            ;63;136;501,84
20240409;Liander;Friesland               ;Achtkarspelen          ;Kootstertille          ;BU00590002   ;Kootstertille                                        ;361;942;1.627,47
20240409;Liander;Friesland               ;Achtkarspelen          ;Kootstertille          ;BU00590007   ;Verspreide huizen Kootstertille                      ;72;160;539,12
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;4;0
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;8;0
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;9;0
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;11;0
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;17;0
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;11,6
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;7,6
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;9
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;5
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;3,5
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;2;5
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;3;0
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;12;1,38
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;17;3
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;22;5
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);2;4;7
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);2;17;110,4
20240409;Liander;Friesland               ;Achtkarspelen          ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);4;35;18,48
20240409;Liander;Friesland               ;Achtkarspelen          ;Stroobos               ;BU00590100   ;Stroobos                                             ;43;114;238,72
20240409;Liander;Friesland               ;Achtkarspelen          ;Stroobos               ;BU00590107   ;Verspreide huizen Stroobos                           ;11;23;95,89
20240409;Liander;Friesland               ;Achtkarspelen          ;Surhuisterveen         ;BU00590200   ;Surhuisterveen                                       ;1.051;2.865;5.080,76
20240409;Liander;Friesland               ;Achtkarspelen          ;Surhuisterveen         ;BU00590206   ;Verspreide huizen Surhuisterveen                     ;69;196;612,85
20240409;Liander;Friesland               ;Achtkarspelen          ;Surhuizum              ;BU00590202   ;Surhuizum                                            ;167;374;691,85
20240409;Liander;Friesland               ;Achtkarspelen          ;Surhuizum              ;BU00590208   ;Verspreide huizen Surhuizum                          ;74;153;710,8
20240409;Liander;Friesland               ;Achtkarspelen          ;Twijzel                ;BU00590001   ;Twijzel                                              ;155;448;1.011,46
20240409;Liander;Friesland               ;Achtkarspelen          ;Twijzel                ;BU00590006   ;Verspreide huizen Twijzel                            ;23;35;179,34
20240409;Liander;Friesland               ;Achtkarspelen          ;Twijzelerheide         ;BU00590003   ;Twijzelerheide                                       ;223;701;970,425
20240409;Liander;Friesland               ;Achtkarspelen          ;Twijzelerheide         ;BU00590008   ;Verspreide huizen Twijzelerheide                     ;48;104;333,752
20240409;Liander;Friesland               ;Ameland                ;Ballum                 ;BU00600002   ;Ballum                                               ;76;210;314,5
20240409;Liander;Friesland               ;Ameland                ;Ballum                 ;BU00600007   ;Verspreide huizen Ballum                             ;37;271;163,14
20240409;Liander;Friesland               ;Ameland                ;Buren                  ;?            ;?                                                    ;5;24;31,2
20240409;Liander;Friesland               ;Ameland                ;Buren                  ;BU00600001   ;Buren                                                ;181;814;951,14
20240409;Liander;Friesland               ;Ameland                ;Hollum                 ;?            ;?                                                    ;14;33;62,36
20240409;Liander;Friesland               ;Ameland                ;Hollum                 ;BU00600003   ;Hollum                                               ;197;654;955,915
20240409;Liander;Friesland               ;Ameland                ;Hollum                 ;BU00600009   ;Verspreide huizen Hollum                             ;60;494;259,65
20240409;Liander;Friesland               ;Ameland                ;Nes                    ;BU00600000   ;Nes                                                  ;212;710;1.055,51
20240409;Liander;Friesland               ;Ameland                ;Nes                    ;BU00600008   ;Verspreide huizen Nes                                ;30;337;226,9
20240409;Liander;Friesland               ;Ameland                ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;Ameland                ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;Ameland                ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;3;0
20240409;Liander;Friesland               ;Ameland                ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;8;0
20240409;Liander;Friesland               ;Ameland                ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;4
20240409;Liander;Friesland               ;Ameland                ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;20;6
20240409;Liander;Friesland               ;Ameland                ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;21;7
20240409;Liander;Friesland               ;Dantumadiel            ;Broeksterw??ld         ;BU18910001   ;Broeksterwald                                        ;258;464;1.061,63
20240409;Liander;Friesland               ;Dantumadiel            ;Broeksterw??ld         ;BU18910009   ;Verspreide huizen Broeksterwald                      ;17;42;152,03
20240409;Liander;Friesland               ;Dantumadiel            ;Damw??ld               ;BU18910000   ;Damwald                                              ;1.407;2.479;5.300,26
20240409;Liander;Friesland               ;Dantumadiel            ;Damw??ld               ;BU18910008   ;Verspreide huizen Damwald                            ;9;25;109,15
20240409;Liander;Friesland               ;Dantumadiel            ;De Falom               ;BU18910002   ;De Falom                                             ;49;84;312,63
20240409;Liander;Friesland               ;Dantumadiel            ;De Westereen           ;BU18910200   ;De Westereen                                         ;1.301;2.368;4.960,19
20240409;Liander;Friesland               ;Dantumadiel            ;De Westereen           ;BU18910208   ;Verspreide huizen De Westereen                       ;8;25;99,08
20240409;Liander;Friesland               ;Dantumadiel            ;Driezum                ;BU18910100   ;Driezum                                              ;158;300;678,045
20240409;Liander;Friesland               ;Dantumadiel            ;Driezum                ;BU18910108   ;Verspreide huizen Driezum                            ;21;54;98,2
20240409;Liander;Friesland               ;Dantumadiel            ;Feanw??lden            ;BU18910201   ;Feanwalden                                           ;1.046;1.639;3.667,99
20240409;Liander;Friesland               ;Dantumadiel            ;Feanw??lden            ;BU18910209   ;Verspreide huizen Feanwalden                         ;11;24;147,45
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;2;0
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;2;0
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;2;0
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;2;0
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;55,2
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;25
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;4
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;10
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;49
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;2;9
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;3;24,15
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;8;3
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);2;2;5,3
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);3;4;10,5
20240409;Liander;Friesland               ;Dantumadiel            ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);4;6;18,6
20240409;Liander;Friesland               ;Dantumadiel            ;Readtsjerk             ;BU18910202   ;Readtsjerk                                           ;40;81;301,35
20240409;Liander;Friesland               ;Dantumadiel            ;Rinsumageast           ;BU18910300   ;Rinsumageast                                         ;238;405;1.082,63
20240409;Liander;Friesland               ;Dantumadiel            ;Rinsumageast           ;BU18910309   ;Verspreide huizen Rinsumageast                       ;28;58;279,34
20240409;Liander;Friesland               ;Dantumadiel            ;Sibrandah?>s           ;BU18910301   ;Sibrandahus                                          ;7;19;46,6
20240409;Liander;Friesland               ;Dantumadiel            ;W??ltersw??ld          ;BU18910101   ;Walterswald                                          ;224;352;972,108
20240409;Liander;Friesland               ;Dantumadiel            ;W??ltersw??ld          ;BU18910109   ;Verspreide huizen Walterswald                        ;9;23;74,15
20240409;Liander;Friesland               ;De Fryske Marren       ;Akmarijp               ;BU19400101   ;Akmarijp                                             ;21;44;150,18
20240409;Liander;Friesland               ;De Fryske Marren       ;Bakhuizen              ;BU19400201   ;Bakhuizen                                            ;274;555;1.109,78
20240409;Liander;Friesland               ;De Fryske Marren       ;Balk                   ;BU19400301   ;Balk                                                 ;1.201;2.092;4.310,33
20240409;Liander;Friesland               ;De Fryske Marren       ;Bantega                ;BU19400401   ;Bantega                                              ;139;272;1.348,33
20240409;Liander;Friesland               ;De Fryske Marren       ;Boornzwaag             ;BU19400501   ;Boornzwaag                                           ;48;218;370,055
20240409;Liander;Friesland               ;De Fryske Marren       ;Broek                  ;BU19400601   ;Broek                                                ;70;145;570,65
20240409;Liander;Friesland               ;De Fryske Marren       ;Delfstrahuizen         ;BU19400701   ;Delfstrahuizen-Buitengebied                          ;117;234;553,997
20240409;Liander;Friesland               ;De Fryske Marren       ;Delfstrahuizen         ;BU19400702   ;Delfstrahuizen-Kom                                   ;42;81;320,475
20240409;Liander;Friesland               ;De Fryske Marren       ;Dijken                 ;BU19400801   ;Dijken                                               ;12;23;174,15
20240409;Liander;Friesland               ;De Fryske Marren       ;Doniaga                ;BU19400901   ;Doniaga                                              ;14;33;134,9
20240409;Liander;Friesland               ;De Fryske Marren       ;Echten                 ;BU19401001   ;Echten                                               ;53;121;262,6
20240409;Liander;Friesland               ;De Fryske Marren       ;Echtenerbrug           ;BU19401101   ;Echtenerbrug-Buitengebied                            ;31;64;438,954
20240409;Liander;Friesland               ;De Fryske Marren       ;Echtenerbrug           ;BU19401102   ;Echtenerbrug-Kom                                     ;245;422;996,927
20240409;Liander;Friesland               ;De Fryske Marren       ;Eesterga               ;BU19401201   ;Eesterga                                             ;10;18;114,97
20240409;Liander;Friesland               ;De Fryske Marren       ;Elahuizen              ;BU19401301   ;Elahuizen                                            ;96;217;499,846
20240409;Liander;Friesland               ;De Fryske Marren       ;Follega                ;BU19401401   ;Follega                                              ;35;75;318,55
20240409;Liander;Friesland               ;De Fryske Marren       ;Goingarijp             ;BU19401501   ;Goingarijp                                           ;83;194;343,892
20240409;Liander;Friesland               ;De Fryske Marren       ;Harich                 ;BU19401601   ;Harich                                               ;105;200;987,06
20240409;Liander;Friesland               ;De Fryske Marren       ;Haskerhorne            ;BU19401701   ;Haskerhorne                                          ;100;212;704,464
20240409;Liander;Friesland               ;De Fryske Marren       ;Idskenhuizen           ;BU19401801   ;Idskenhuizen                                         ;120;243;628,379
20240409;Liander;Friesland               ;De Fryske Marren       ;Joure                  ;BU19401901   ;Joure, Blaauwhof                                     ;461;1.207;1.734,94
20240409;Liander;Friesland               ;De Fryske Marren       ;Joure                  ;BU19401902   ;Joure, Buitengebied                                  ;13;28;225,63
20240409;Liander;Friesland               ;De Fryske Marren       ;Joure                  ;BU19401903   ;Joure, Centrum                                       ;411;1.124;1.539,58
20240409;Liander;Friesland               ;De Fryske Marren       ;Joure                  ;BU19401904   ;Joure, Jonkersland                                   ;53;205;269,58
20240409;Liander;Friesland               ;De Fryske Marren       ;Joure                  ;BU19401905   ;Joure, Sewei/De Ekers                                ;50;373;936,29
20240409;Liander;Friesland               ;De Fryske Marren       ;Joure                  ;BU19401906   ;Joure, Skipsleat                                     ;577;1.031;2.385,17
20240409;Liander;Friesland               ;De Fryske Marren       ;Joure                  ;BU19401907   ;Joure, Westermeer                                    ;459;1.023;1.497,94
20240409;Liander;Friesland               ;De Fryske Marren       ;Joure                  ;BU19401908   ;Joure, Woudfennen                                    ;54;122;1.051,54
20240409;Liander;Friesland               ;De Fryske Marren       ;Joure                  ;BU19401909   ;Joure, Wyldehoarne                                   ;230;328;1.180,05
20240409;Liander;Friesland               ;De Fryske Marren       ;Joure                  ;BU19401910   ;Joure, Zuiderveld                                    ;527;1.230;1.772,31
20240409;Liander;Friesland               ;De Fryske Marren       ;Kolderwolde            ;BU19402001   ;Kolderwolde                                          ;8;22;95,58
20240409;Liander;Friesland               ;De Fryske Marren       ;Langweer               ;BU19402101   ;Langweer                                             ;264;660;1.224,06
20240409;Liander;Friesland               ;De Fryske Marren       ;Legemeer               ;BU19402201   ;Legemeer                                             ;9;16;282,2
20240409;Liander;Friesland               ;De Fryske Marren       ;Lemmer                 ;?            ;?                                                    ;7;10;120,68
20240409;Liander;Friesland               ;De Fryske Marren       ;Lemmer                 ;BU19402301   ;Lemmer-Buitengebied                                  ;55;160;915,55
20240409;Liander;Friesland               ;De Fryske Marren       ;Lemmer                 ;BU19402302   ;Lemmer-Frieslandpark                                 ;334;737;1.509,73
20240409;Liander;Friesland               ;De Fryske Marren       ;Lemmer                 ;BU19402303   ;Lemmer-Kom                                           ;213;741;1.071,52
20240409;Liander;Friesland               ;De Fryske Marren       ;Lemmer                 ;BU19402304   ;Lemmer-Lemstervaart                                  ;483;795;1.644,31
20240409;Liander;Friesland               ;De Fryske Marren       ;Lemmer                 ;BU19402305   ;Lemmer-Noord                                         ;973;1.403;4.070,70
20240409;Liander;Friesland               ;De Fryske Marren       ;Lemmer                 ;BU19402306   ;Lemmer-Rienplan                                      ;217;378;606,416
20240409;Liander;Friesland               ;De Fryske Marren       ;Lemmer                 ;BU19402307   ;Lemmer-West                                          ;408;910;1.590,35
20240409;Liander;Friesland               ;De Fryske Marren       ;Lemmer                 ;BU19402308   ;Lemmer-Zijlroede                                     ;67;222;337,634
20240409;Liander;Friesland               ;De Fryske Marren       ;Mirns                  ;BU19402401   ;Mirns                                                ;28;53;137,72
20240409;Liander;Friesland               ;De Fryske Marren       ;Nijehaske              ;BU19402501   ;Nijehaske                                            ;9;22;38,65
20240409;Liander;Friesland               ;De Fryske Marren       ;Nijemirdum             ;BU19402601   ;Nijemirdum                                           ;152;238;958,496
20240409;Liander;Friesland               ;De Fryske Marren       ;Oldeouwer              ;BU19402701   ;Oldeouwer                                            ;21;36;210,1
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;1;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;2;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;2;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;3;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;4;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);0;18;0
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;8,58
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;5
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;1;48,8
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;3;15
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);1;5;8
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);2;2;18
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);2;2;4,8
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);2;9;34,15
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);2;64;20,2
20240409;Liander;Friesland               ;De Fryske Marren       ;Onbepaald (AVG);Onbepaald (AVG);Onbepaald (AVG);3;12;27,4
20240409;Liander;Friesland               ;De Fryske Marren       ;Oosterzee              ;BU19402801   ;Oosterzee-Buitengebied                               ;56;145;502,03
20240409;Liander;Friesland               ;De Fryske Marren       ;Oosterzee              ;BU19402802   ;Oosterzee-Kom                                        ;151;254;670,294
20240409;Liander;Friesland               ;De Fryske Marren       ;Oudega                 ;BU19402901   ;Oudega                                               ;80;131;464,63
20240409;Liander;Friesland               ;De Fryske Marren       ;Oudehaske              ;BU19403001   ;Oudehaske                                            ;452;814;2.170,51
20240409;Liander;Friesland               ;De Fryske Marren       ;Oudemirdum             ;BU19403101   ;Oudemirdum                                           ;335;638;1.545,02
20240409;Liander;Friesland               ;De Fryske Marren       ;Ouwsterhaule           ;BU19403201   ;Ouwsterhaule                                         ;95;148;388,594
20240409;Liander;Friesland               ;De Fryske Marren       ;Ouwster-Nijega         ;BU19403301   ;Ouwster-Nijega                                       ;14;27;131,62
20240409;Liander;Friesland               ;De Fryske Marren       ;Rijs                   ;BU19403401   ;Rijs                                                 ;39;98;648,985
20240409;Liander;Friesland               ;De Fryske Marren       ;Rohel                  ;BU19403501   ;Rohel                                                ;72;308;381,2
20240409;Liander;Friesland               ;De Fryske Marren       ;Rotstergaast           ;BU19403601   ;Rotstergaast                                         ;36;75;297,57
20240409;Liander;Friesland               ;De Fryske Marren       ;Rotsterhaule           ;BU19403701   ;Rotsterhaule                                         ;111;247;724,075
20240409;Liander;Friesland               ;De Fryske Marren       ;Rottum                 ;BU19403801   ;Rottum                                               ;160;310;809,72
20240409;Liander;Friesland               ;De Fryske Marren       ;Ruigahuizen            ;BU19403901   ;Ruigahuizen                                          ;27;48;177,11
20240409;Liander;Friesland               ;De Fryske Marren       ;Scharsterbrug          ;BU19404001   ;Scharsterbrug                                        ;188;324;911,53
20240409;Liander;Friesland               ;De Fryske Marren       ;Sint Nicolaasga        ;BU19404101   ;Sint Nicolaasga                                      ;799;1.598;3.555,97
20240409;Liander;Friesland               ;De Fryske Marren       ;Sintjohannesga         ;BU19404201   ;Sintjohannesga                                       ;235;508;1.078,56
20240409;Liander;Friesland               ;De Fryske Marren       ;Sloten                 ;BU19404301   ;Sloten                                               ;148;394;767,23
20240409;Liander;Friesland               ;De Fryske Marren       ;Snikzwaag              ;BU19404401   ;Snikzwaag                                            ;11;23;88,92
20240409;Liander;Friesland               ;De Fryske Marren       ;Sondel                 ;BU19404501   ;Sondel                                               ;112;216;875,265
20240409;Liander;Friesland               ;De Fryske Marren       ;Terherne               ;BU19404601   ;Terherne                                             ;252;755;1.211,10
20240409;Liander;Friesland               ;De Fryske Marren       ;Terkaple               ;BU19404701   ;Terkaple                                             ;55;179;320,407
20240409;Liander;Friesland               ;De Fryske Marren       ;Teroele                ;BU19404801   ;Teroele                                              ;5;16;104
20240409;Liander;Friesland               ;De Fryske Marren       ;Tjerkgaast             ;BU19404901   ;Tjerkgaast                                           ;64;135;969,62
20240409;Liander;Friesland               ;De Fryske Marren       ;Vegelinsoord           ;BU19405001   ;Vegelinsoord                                         ;78;160;435,12
20240409;Liander;Friesland               ;De Fryske Marren       ;Wijckel                ;BU19405101   ;Wijckel                                              ;159;286;907,54
20240409;Liander;Friesland               ;Harlingen              ;Harlingen              ;?            ;?                                                    ;30;110;42,5
20240409;Liander;Friesland               ;Harlingen              ;Harlingen              ;BU00720001   ;De Spiker en het industrieterrein Hermes             ;440;817;1.705,71
20240409;Liander;Friesland               ;Harlingen              ;Harlingen              ;BU00720002   ;Trebolbuurt                                          ;234;437;690,18
20240409;Liander;Friesland               ;Harlingen              ;Harlingen              ;BU00720003   ;Plan-Zuid                                            ;441;700;1.326,02
20240409;Liander;Friesland               ;Harlingen              ;Harlingen              ;BU00720004   ;Oosterpark                                           ;2.220;3.213;7.154,19
20240409;Liander;Friesland               ;Harlingen              ;Harlingen              ;BU00720005   ;Koningsbuurt                                         ;108;297;802,451
20240409;Liander;Friesland               ;Harlingen              ;Harlingen              ;BU00720006   ;Binnenstad                                           ;440;2.183;1.306,63
20240409;Liander;Friesland               ;Harlingen              ;Harlingen              ;BU00720009   ;Verspreide huizen Harlingen                          ;34;64;456,95
20240409;Liander;Friesland               ;Harlingen              ;Harlingen              ;BU00720109   ;Verspreide huizen Midlum                             ;14;136;279,28
